Breakout-02
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2022/4/28,   9:55:20,  4.056250,    0,       0.000000,       0.000000,       123,        37,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:55:30,  4.056250,    0,       0.000000,       0.000000,        81,        27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:55:47,  4.055000,    0,       0.000000,       0.000000,        99,        33,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    9:56:7,  4.055000,    0,       0.000000,       0.000000,       213,        58,         3,         3,         0,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,   9:56:27,  4.055000,    0,       0.000000,       0.000000,       126,        32,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:56:47,  4.055000,    0,       0.000000,       0.000000,       171,        53,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    9:57:7,  4.055000,    0,       0.000000,       0.000000,        90,        26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:57:27,  4.055000,    0,       0.000000,       0.000000,       108,        36,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:57:47,  4.055000,    0,       0.000000,       0.000000,       243,        71,         6,         3,         3,         0,         0,         0,         2,         0,         0,         2
 2022/4/28,    9:58:7,  4.055000,    0,       0.000000,       0.000000,       231,        63,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:58:27,  4.055000,    0,       0.000000,       0.000000,       102,        31,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:58:47,  4.055000,    0,       0.000000,       0.000000,       171,        57,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    9:59:7,  4.055000,    0,       0.000000,       0.000000,       111,        31,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:59:27,  4.055000,    0,       0.000000,       0.000000,       204,        60,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   9:59:47,  4.055000,    0,       0.000000,       0.000000,       150,        43,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:0:7,  4.055000,    0,       0.000000,       0.000000,       120,        37,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:0:27,  4.055000,    0,       0.000000,       0.000000,       150,        44,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:0:47,  4.055000,    0,       0.000000,       0.000000,        87,        26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:1:7,  4.055000,    0,       0.000000,       0.000000,       111,        30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:1:27,  4.055000,    0,       0.000000,       0.000000,       213,        63,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:1:47,  4.055000,    0,       0.000000,       0.000000,       120,        30,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:2:7,  4.055000,    0,       0.000000,       0.000000,       195,        65,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:2:27,  4.055000,    0,       0.000000,       0.000000,        66,        19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:2:47,  4.055000,    0,       0.000000,       0.000000,       129,        29,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:3:7,  4.055000,    0,       0.000000,       0.000000,       132,        37,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:3:27,  4.055000,    0,       0.000000,       0.000000,       123,        37,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:3:47,  4.055000,    0,       0.000000,       0.000000,       108,        36,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:4:7,  4.055000,    0,       0.000000,       0.000000,       135,        41,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:4:27,  4.055000,    0,       0.000000,       0.000000,       102,        30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:4:47,  4.055000,    0,       0.000000,       0.000000,       165,        48,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:5:7,  4.055000,    0,       0.000000,       0.000000,        93,        28,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:5:27,  4.055000,    0,       0.000000,       0.000000,       141,        36,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:5:47,  4.055000,    0,       0.000000,       0.000000,       162,        54,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:6:7,  4.055000,    0,       0.000000,       0.000000,       204,        60,         3,         3,         0,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,   10:6:27,  4.055000,    0,       0.000000,       0.000000,       180,        50,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:6:47,  4.055000,    0,       0.000000,       0.000000,        60,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:7:7,  4.055000,    0,       0.000000,       0.000000,        81,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:7:27,  4.055000,    0,       0.000000,       0.000000,       225,        68,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:7:47,  4.055000,    0,       0.000000,       0.000000,        78,        26,         7,         3,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:8:7,  4.055000,    0,       0.000000,       0.000000,       120,        40,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:8:27,  4.055000,    0,       0.000000,       0.000000,        78,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:8:47,  4.055000,    0,       0.000000,       0.000000,       195,        65,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,    10:9:7,  4.055000,    0,       0.000000,       0.000000,        57,        19,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:9:27,  4.055000,    0,       0.000000,       0.000000,       198,        51,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:9:47,  4.055000,    0,       0.000000,       0.000000,       225,        71,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:10:7,  4.055000,    0,       0.000000,       0.000000,       165,        55,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:10:27,  4.055000,    0,       0.000000,       0.000000,        69,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:10:47,  4.055000,    0,       0.000000,       0.000000,       117,        33,        10,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2022/4/28,   10:11:7,  4.055000,    0,       0.000000,       0.000000,       108,        36,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,  10:11:27,  4.055000,    0,       0.000000,       0.000000,       204,        58,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:11:47,  4.055000,    0,       0.000000,       0.000000,       132,        44,         7,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,   10:12:7,  4.055000,    0,       0.000000,       0.000000,       168,        50,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:12:27,  4.055000,    0,       0.000000,       0.000000,        48,        16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:12:47,  4.055000,    0,       0.000000,       0.000000,        93,        31,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:13:7,  4.055000,    0,       0.000000,       0.000000,        90,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:13:27,  4.055000,    0,       0.000000,       0.000000,       156,        44,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:13:47,  4.055000,    0,       0.000000,       0.000000,       360,        75,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:14:7,  4.055000,    0,       0.000000,       0.000000,       582,       121,         0,         0,         0,         0,         1,         1,         1,         1,         1,         1
 2022/4/28,  10:14:27,  4.055000,    0,       0.000000,       0.000000,       486,        96,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:14:47,  4.055000,    0,       0.000000,       0.000000,       564,       121,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:15:7,  4.055000,    0,       0.000000,       0.000000,       306,        75,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:15:27,  4.055000,    0,       0.000000,       0.000000,       318,        69,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:15:47,  4.055000,    0,       0.000000,       0.000000,       474,       105,         6,         3,         3,         0,         0,         0,         2,         0,         0,         2
 2022/4/28,   10:16:7,  4.055000,    0,       0.000000,       0.000000,       348,        86,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:16:27,  4.055000,    0,       0.000000,       0.000000,       246,        57,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:16:47,  4.055000,    0,       0.000000,       0.000000,       183,        45,         6,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2022/4/28,   10:17:7,  4.055000,    0,       0.000000,       0.000000,       285,        58,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:17:27,  4.053750,    0,       0.000000,       0.000000,       192,        47,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:17:47,  4.053750,    0,       0.000000,       0.000000,       195,        47,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:18:7,  4.053750,    0,       0.000000,       0.000000,       147,        43,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,  10:18:27,  4.053750,    0,       0.000000,       0.000000,       153,        41,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:18:47,  4.053750,    0,       0.000000,       0.000000,       192,        42,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:19:7,  4.053750,    0,       0.000000,       0.000000,       129,        29,         6,         6,         3,         0,         0,         0,         2,         0,         0,         2
 2022/4/28,  10:19:27,  4.055000,    0,       0.000000,       0.000000,        81,        23,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:19:47,  4.055000,    0,       0.000000,       0.000000,       135,        37,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1
 2022/4/28,   10:20:7,  4.053750,    0,       0.000000,       0.000000,       237,        69,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:20:27,  4.053750,    0,       0.000000,       0.000000,       102,        34,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:20:47,  4.053750,    0,       0.000000,       0.000000,       255,        85,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:21:7,  4.053750,    0,       0.000000,       0.000000,       195,        58,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:21:27,  4.053750,    0,       0.000000,       0.000000,       207,        69,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:21:47,  4.053750,    0,       0.000000,       0.000000,       150,        33,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:22:7,  4.053750,    0,       0.000000,       0.000000,       162,        54,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:22:27,  4.053750,    0,       0.000000,       0.000000,        78,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:22:47,  4.053750,    0,       0.000000,       0.000000,        99,        19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:23:7,  4.053750,    0,       0.000000,       0.000000,       207,        49,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:23:27,  4.053750,    0,       0.000000,       0.000000,       114,        38,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2
 2022/4/28,  10:23:47,  4.053750,    0,       0.000000,       0.000000,        90,        27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,   10:24:7,  4.053750,    0,       0.000000,       0.000000,       129,        34,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 2022/4/28,  10:24:27,  4.053750,    0,       0.000000,       0.000000,        93,        31,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
